Unnamed: 0,frase,pregunta_generada,respuesta,Faithfulness_score
353,"En Porcuna, una localidad en la provincia de Jaén, se está vendiendo una finca a través de un proceso legal. Esta finca está compuesta por varios campos de olivos y también incluye tierras cultivables para el cultivo de trigo y otros productos necesarios. La calidad de esta finca es muy buena, como puede confirmar una persona que vive en la calle Horno de la Mata, en la casa número 15.",¿Qué objetos se incluyen en la venta del calesín en la plazuela del Conde de Barajas?,"Los objetos incluidos en la venta del calesín en la plazuela del Conde de Barajas son una caja de costura hecha en China para señora, un pañuelo mantón negro de merino de dos varas cuadradas, cuatro grabados de flores, una almohadilla de costura de caoba para señora, un buen escritorio de caoba, un jarrón y una palangana de china, dos escopetas de dos cañones, un anteojo, dos espadas doradas, una colección completa de estampas de caza, y dos pinturas al óleo de tamaño regular: una de la Concepción y otra de la Virgen Dolorosa.",False
354,"No se ha realizado la subasta programada para hoy de las uvas de las viñas que se administran en los términos de Arganda, Velilla y Valdemoro por cuenta de la hacienda pública debido a que no se han completado ciertas diligencias requeridas para proceder correctamente en este asunto. Por esta razón, el señor intendente general de esta provincia ha programado una nueva fecha para la subasta, que será el jueves 7 del próximo mes de octubre, a las 10 de la mañana, en la oficina de rentas que está a mi cargo, ubicada en el entrepiso de la aduana de esta ciudad.","¿Por qué se ha pospuesto la subasta de las uvas de las viñas en los términos de Arganda, Velilla y Valdemoro?","La subasta de las uvas de las viñas en los términos de Arganda, Velilla y Valdemoro se ha pospuesto debido a que no se han completado ciertas diligencias requeridas para proceder correctamente en este asunto.",True
355,"No se ha realizado la subasta programada para hoy de las uvas de las viñas que se administran en los términos de Arganda, Velilla y Valdemoro por cuenta de la hacienda pública debido a que no se han completado ciertas diligencias requeridas para proceder correctamente en este asunto. Por esta razón, el señor intendente general de esta provincia ha programado una nueva fecha para la subasta, que será el jueves 7 del próximo mes de octubre, a las 10 de la mañana, en la oficina de rentas que está a mi cargo, ubicada en el entrepiso de la aduana de esta ciudad.",¿Cuándo ha programado el señor intendente general de la provincia la nueva fecha para la subasta?,El señor intendente general de la provincia ha programado la nueva fecha para la subasta el jueves 7 del próximo mes de octubre.,True
356,"No se ha realizado la subasta programada para hoy de las uvas de las viñas que se administran en los términos de Arganda, Velilla y Valdemoro por cuenta de la hacienda pública debido a que no se han completado ciertas diligencias requeridas para proceder correctamente en este asunto. Por esta razón, el señor intendente general de esta provincia ha programado una nueva fecha para la subasta, que será el jueves 7 del próximo mes de octubre, a las 10 de la mañana, en la oficina de rentas que está a mi cargo, ubicada en el entrepiso de la aduana de esta ciudad.",¿Dónde se llevará a cabo la subasta de las uvas el jueves 7 del próximo mes de octubre?,"En la oficina de rentas que está a cargo del señor intendente general de esta provincia, ubicada en el entrepiso de la aduana de esta ciudad.",True
357,"Un joven de 24 años busca trabajo en Madrid o en las afueras de la ciudad. Tiene habilidades básicas de escritura, peinado y afeitado, y se pueden obtener referencias sobre él en la calle de la Gila, en la casa número 3.",¿Qué edad tiene el joven que busca trabajo en Madrid o en las afueras de la ciudad?,El joven que busca trabajo en Madrid o en las afueras de la ciudad tiene 24 años.,True
358,"Un joven de 24 años busca trabajo en Madrid o en las afueras de la ciudad. Tiene habilidades básicas de escritura, peinado y afeitado, y se pueden obtener referencias sobre él en la calle de la Gila, en la casa número 3.",¿Qué habilidades básicas posee el joven que está buscando trabajo?,"El joven que está buscando trabajo posee habilidades básicas de escritura, peinado y afeitado.",True
359,"Un joven de 24 años busca trabajo en Madrid o en las afueras de la ciudad. Tiene habilidades básicas de escritura, peinado y afeitado, y se pueden obtener referencias sobre él en la calle de la Gila, en la casa número 3.",¿Dónde se pueden obtener referencias sobre el joven que busca trabajo?,"En la calle de la Gila, en la casa número 3.",True
360,"En la puerta pequeña del número 4 de la calle San Martín, en el segundo piso, podrán informar sobre una persona que desea encontrar rápidamente a alguien con quien ir a Cádiz en un carruaje de caballos, compartiendo los gastos.",¿Dónde se puede obtener información sobre una persona que busca compañero para viajar a Cádiz en un carruaje de caballos?,"En la puerta pequeña del número 4 de la calle San Martín, en el segundo piso, podrán obtener información sobre una persona que busca compañero para viajar a Cádiz en un carruaje de caballos.",True
361,"En la puerta pequeña del número 4 de la calle San Martín, en el segundo piso, podrán informar sobre una persona que desea encontrar rápidamente a alguien con quien ir a Cádiz en un carruaje de caballos, compartiendo los gastos.",¿Qué tipo de transporte está buscando la persona que desea encontrar rápidamente a alguien para viajar a Cádiz?,Un carruaje de caballos.,True
362,"En la puerta pequeña del número 4 de la calle San Martín, en el segundo piso, podrán informar sobre una persona que desea encontrar rápidamente a alguien con quien ir a Cádiz en un carruaje de caballos, compartiendo los gastos.",¿Qué se comparte entre la persona que busca compañero y el posible acompañante para el viaje a Cádiz en un carruaje de caballos?,Los gastos.,True
363,"A este número se deben agregar las 2000 personas de ambos sexos, que conforman el estado Eclesiástico, y 1800 pertenecientes al Ejército y la Armada; dos grupos que no se incluyeron en los resultados de las investigaciones para el reclutamiento, y al multiplicar por cinco personas cada familia, se obtiene la suma de 12.8300 personas de ambos sexos, que es la suma que corresponde a los cálculos del mencionado discurso, es decir, el total de la población de España, en aquel momento en que se escribió el discurso en 1784.",¿Cuántas personas conformaban el estado Eclesiástico y el Ejército y la Armada que no se incluyeron en los resultados de las investigaciones para el reclutamiento?,La cantidad de personas que conformaban el estado Eclesiástico y el Ejército y la Armada que no se incluyeron en los resultados de las investigaciones para el reclutamiento es de 3800 personas.,True
364,"A este número se deben agregar las 2000 personas de ambos sexos, que conforman el estado Eclesiástico, y 1800 pertenecientes al Ejército y la Armada; dos grupos que no se incluyeron en los resultados de las investigaciones para el reclutamiento, y al multiplicar por cinco personas cada familia, se obtiene la suma de 12.8300 personas de ambos sexos, que es la suma que corresponde a los cálculos del mencionado discurso, es decir, el total de la población de España, en aquel momento en que se escribió el discurso en 1784.","¿Cuántas personas se obtienen al multiplicar por cinco cada familia, según los cálculos del mencionado discurso?","Se obtienen 12.8300 personas al multiplicar por cinco cada familia, según los cálculos del mencionado discurso.",False
365,"A este número se deben agregar las 2000 personas de ambos sexos, que conforman el estado Eclesiástico, y 1800 pertenecientes al Ejército y la Armada; dos grupos que no se incluyeron en los resultados de las investigaciones para el reclutamiento, y al multiplicar por cinco personas cada familia, se obtiene la suma de 12.8300 personas de ambos sexos, que es la suma que corresponde a los cálculos del mencionado discurso, es decir, el total de la población de España, en aquel momento en que se escribió el discurso en 1784.","¿Cuál era el total de la población de España en 1784, según el discurso mencionado en el texto?","El total de la población de España en 1784, según el discurso mencionado en el texto, era de 12.8300 personas de ambos sexos.",False
366,"En las cercanías de la puerta del Sol hay tres habitaciones muy espaciosas para personas de buen nivel económico, con balcones que dan a la calle. Si necesitan más habitaciones, también las hay disponibles. Pueden estar separadas entre sí. Pueden obtener más información en la imprenta de este periódico, ubicada en la calle de la Zarza.",¿Cuántas habitaciones espaciosas hay cerca de la Puerta del Sol para personas de buen nivel económico?,Tres habitaciones espaciosas.,True
