Unnamed: 0,reference_contexts,traduccion,respuestas,Faithfulness_score
350,"Un joven de 24 años busca trabajo en Madrid o en las afueras de la ciudad. Tiene habilidades básicas de escritura, peinado y afeitado, y se pueden obtener referencias sobre él en la calle de la Gila, en la casa número 3.",¿Dónde se pueden obtener referencias sobre el joven?,En la calle de la Cruz en la tienda de zapatos que está entrando por las quatro calles n. 31.,True
351,"En la puerta pequeña del número 4 de la calle San Martín, en el segundo piso, podrán informar sobre una persona que desea encontrar rápidamente a alguien con quien ir a Cádiz en un carruaje de caballos, compartiendo los gastos.",¿Dónde se puede preguntar acerca de una persona que busca rápidamente encontrar un compañero de viaje para compartir gastos en un viaje en carruaje de caballos a Cádiz?,"En la calle del Leon, casa del Cirujano que está frente de la Marquesa de la Torrecilla.",True
352,"En la puerta pequeña del número 4 de la calle San Martín, en el segundo piso, podrán informar sobre una persona que desea encontrar rápidamente a alguien con quien ir a Cádiz en un carruaje de caballos, compartiendo los gastos.",¿Cuál es la ubicación específica mencionada en el texto donde se puede obtener información sobre alguien que busca un compañero de viaje para ir a Cádiz en un carruaje tirado por caballos?,En la puerta principal de este Periodico.,True
353,"En la puerta pequeña del número 4 de la calle San Martín, en el segundo piso, podrán informar sobre una persona que desea encontrar rápidamente a alguien con quien ir a Cádiz en un carruaje de caballos, compartiendo los gastos.",¿Qué detalles se proporcionan sobre la persona que busca un compañero para viajar a Cádiz en un carruaje tirado por caballos en el texto?,Se proporciona información sobre un sujeto que pasa a Cádiz en silla de posta en los primeros días de la próxima semana y busca un compañero.,True
354,"A este número se deben agregar las 2000 personas de ambos sexos, que conforman el estado Eclesiástico, y 1800 pertenecientes al Ejército y la Armada; dos grupos que no se incluyeron en los resultados de las investigaciones para el reclutamiento, y al multiplicar por cinco personas cada familia, se obtiene la suma de 12.8300 personas de ambos sexos, que es la suma que corresponde a los cálculos del mencionado discurso, es decir, el total de la población de España, en aquel momento en que se escribió el discurso en 1784.","¿Cuántas personas se sumaron al total de la población en España en 1784, considerando los 2000 individuos del Estado Eclesiástico y los 1800 individuos del Ejército y la Armada?",Se sumaron 3800 personas al total de la población en España en 1784.,False
355,"A este número se deben agregar las 2000 personas de ambos sexos, que conforman el estado Eclesiástico, y 1800 pertenecientes al Ejército y la Armada; dos grupos que no se incluyeron en los resultados de las investigaciones para el reclutamiento, y al multiplicar por cinco personas cada familia, se obtiene la suma de 12.8300 personas de ambos sexos, que es la suma que corresponde a los cálculos del mencionado discurso, es decir, el total de la población de España, en aquel momento en que se escribió el discurso en 1784.",¿Por qué no se incluyeron los 2000 individuos del Estado Eclesiástico y los 1800 individuos del Ejército y la Armada en las investigaciones de reclutamiento inicial para el censo de población en España?,No se incluyeron los 2000 individuos del Estado Eclesiástico y los 1800 individuos del Ejército y la Armada en las investigaciones de reclutamiento inicial para el censo de población en España porque pertenecían a grupos específicos que no fueron considerados en el proceso de reclutamiento para el censo de población.,True
356,"A este número se deben agregar las 2000 personas de ambos sexos, que conforman el estado Eclesiástico, y 1800 pertenecientes al Ejército y la Armada; dos grupos que no se incluyeron en los resultados de las investigaciones para el reclutamiento, y al multiplicar por cinco personas cada familia, se obtiene la suma de 12.8300 personas de ambos sexos, que es la suma que corresponde a los cálculos del mencionado discurso, es decir, el total de la población de España, en aquel momento en que se escribió el discurso en 1784.","Si cada familia se multiplica por cinco individuos, ¿cuántas personas de ambos sexos se contabilizarían en el recuento de población de España según los cálculos mencionados en el discurso de 1784?","Si cada familia se multiplica por cinco individuos, se contabilizarían 12.830 personas de ambos sexos en el recuento de población de España según los cálculos mencionados en el discurso de 1784.",False
357,"En las cercanías de la puerta del Sol hay tres habitaciones muy espaciosas para personas de buen nivel económico, con balcones que dan a la calle. Si necesitan más habitaciones, también las hay disponibles. Pueden estar separadas entre sí. Pueden obtener más información en la imprenta de este periódico, ubicada en la calle de la Zarza.",¿Cuáles son las características de las tres habitaciones espaciosas cerca de la Puerta del Sol mencionadas en el texto?,"Las tres habitaciones espaciosas cerca de la Puerta del Sol son para personas de buen nivel económico, cuentan con balcones que dan a la calle y pueden estar separadas entre sí. Además, si se necesitan más habitaciones, también hay disponibles. Para obtener más información, se puede acudir a la imprenta de este periódico ubicada en la calle de la Zarza.",True
358,"En las cercanías de la puerta del Sol hay tres habitaciones muy espaciosas para personas de buen nivel económico, con balcones que dan a la calle. Si necesitan más habitaciones, también las hay disponibles. Pueden estar separadas entre sí. Pueden obtener más información en la imprenta de este periódico, ubicada en la calle de la Zarza.",¿Dónde pueden encontrar las personas más información sobre cómo obtener habitaciones adicionales en el mismo lugar?,"En la imprenta de este periódico, ubicada en la calle de la Zarza.",True
359,"En las cercanías de la puerta del Sol hay tres habitaciones muy espaciosas para personas de buen nivel económico, con balcones que dan a la calle. Si necesitan más habitaciones, también las hay disponibles. Pueden estar separadas entre sí. Pueden obtener más información en la imprenta de este periódico, ubicada en la calle de la Zarza.",Describe la ubicación de la imprenta mencionada en el texto.,La imprenta mencionada en el texto está ubicada en la calle de la Zarza.,True
360,"Madrid pensaba que había llegado el fin de sus terribles sufrimientos y llantos; pero el cruel Souit los aumenta de nuevo, con mayor crueldad y tiranía que antes.",¿Qué ciudad se menciona en el texto y cuál es la creencia de sus habitantes con respecto a su sufrimiento y lágrimas?,"La ciudad mencionada en el texto es Madrid. Los habitantes de Madrid creían que había llegado el fin de sus terribles sufrimientos y llantos, pero el cruel Soult los aumenta de nuevo, con mayor crueldad y tiranía que antes.",True
361,"Madrid pensaba que había llegado el fin de sus terribles sufrimientos y llantos; pero el cruel Souit los aumenta de nuevo, con mayor crueldad y tiranía que antes.","¿Quién es descrito como aumentando el sufrimiento y la tiranía en Madrid, según el texto?","El cruel Soult es descrito como aumentando el sufrimiento y la tiranía en Madrid, según el texto.",True
362,"Madrid pensaba que había llegado el fin de sus terribles sufrimientos y llantos; pero el cruel Souit los aumenta de nuevo, con mayor crueldad y tiranía que antes.",¿Cómo caracteriza el autor las acciones de Souit hacia la gente de Madrid en comparación con su sufrimiento anterior?,"El autor caracteriza las acciones de Souit hacia la gente de Madrid como más crueles y tiránicas que antes, aumentando los sufrimientos y llantos de manera más intensa.",True
363,"Hoy a las 5 de la tarde continúan las pruebas públicas en los hospitales reales. D. Juan de Azaola va a leer, mientras que Francisco González y Joseph Vázquez lo cuestionarán. El caso es el siguiente: una herida profunda en el abdomen en la parte del músculo recto, con daño en el intestino y una porción del tejido adiposo muerto. La persona afectada es de edad avanzada, de temperamento tranquilo y con una estructura anatómica particular en esa zona. Se realizará una operación y se aplicará un vendaje.","¿What type of injury does the affected person have in the description given? 

¿Qué tipo de lesión tiene la persona afectada en la descripción dada?","La persona afectada tiene una herida profunda en el abdomen en la parte del músculo recto, con daño en el intestino y una porción del tejido adiposo muerto.",True
