,original,gpt,manual,Preguntas_original
101,Las tarifas de los sueldos, puestos, bonificaciones,"
1. ¿Cuáles son las tarifas de los sueldos en un regimiento de infantería de linea y ligera?
2. ¿Cuáles son los aumentos y innovaciones de los sueldos en un regimiento de infantería de linea y ligera?"
102,,,,"
1. ¿En qué calle se encuentra la sombrería?
2. ¿Qué tipo de sombreros y gorras se venden en la sombrería?"
103,Las tarifas de los sueldos, cargos, bonificaciones,"
1. ¿Cuáles son las tarifas de los sueldos en un regimiento de infantería de linea y ligera?
2. ¿Cuáles son los aumentos y innovaciones de los sueldos en un regimiento de infantería de linea y ligera?"
104,"Si algun sugeto que tenga que pasar á Valencia ó sus inmediaciones, quisiese ir en un calesin bueno, que tiene que marchar á dicha Ciudad á principios de Febrero sobre dia mas ó menos, acuda á la calle del Soldado inmediato á la fuentecilla n. 10 qto.","Si alguien necesita ir a Valencia o sus alrededores en un carruaje de calidad durante los primeros días de febrero, puede ir a la calle del Soldado, cerca de la fuente número 10, cuarto piso.","Si alguien necesita ir a Valencia o sus alrededores en un carruaje de calidad durante los primeros días de febrero, puede ir a la calle del Soldado, cerca de la fuente número 10.","
1. ¿Cuál es el nombre de la calle donde se encuentra la fuentecilla n. 10 qto.?
2. ¿En qué ciudad se encuentra la fuentecilla n. 10 qto.?"
105,"La mas oportuna estacion del año para desorugar con el instrumento que se apuntó es la del invierno; porque entonces todos los insectos y sus huevos estan encerrados y ocultos en sus nidos, los quales quitandose bien, se logra quitar el mal por su raiz, sin temor ni recelo de que retoñe.","La estación del año más adecuada para deshacerse de los insectos y sus huevos con el instrumento mencionado es el invierno. En esta época, los insectos y sus huevos están encerrados y ocultos en sus nidos. Al eliminarlos correctamente, se logra eliminar el problema desde la raíz, sin miedo a que vuelva a surgir.","La estación del año más adecuada para deshacerse de las orugas y sus huevos con el instrumento mencionado, es el invierno. En esta época, los insectos y sus huevos están encerrados y ocultos en sus nidos. Al eliminarlos correctamente, se logra eliminar el problema desde la raíz, sin miedo a que vuelva a surgir.","
1. ¿Cuál es la mejor estación del año para desorugar con el instrumento que se apuntó?
2. ¿Por qué es más oportuno desorugar en invierno?"
106,"Como quiera que sea, lo cierto es que yo debo sacudirme quanto antes de una mosca tan pesada, á fin de quedar expedito y continuar con quietud la traduccion de una obra que desean los hombres sensatos por lo mucho que contribuye á asegurar los bienes de fortuna, el honor y la vida de los ciudadanos.","Debo deshacerme de la mosca molesta rápidamente para poder seguir traduciendo una obra importante que es valorada por las personas sensatas por su contribución a la seguridad de la riqueza, el honor y la vida de los ciudadanos.","Debo deshacerme de una carga tan pesada rápidamente, para poder seguir traduciendo una obra importante que es valorada por las personas sensatas por su contribución para mantener la riqueza, el honor y la vida de los ciudadanos.","
1. ¿Cómo se puede garantizar que la traducción de una obra sea rápida y tranquila, incluso en presencia de una mosca pesada, para los hombres sensatos que desean contribuir a garantizar los bienes de fortuna, el honor y la vida de los ciudadanos?
2. ¿Cómo se puede garantizar que la traducción de una obra sea rápida y tranquila, incluso en presencia de una mosca pesada, para los hombres sensatos que desean contribuir a garantizar los bienes de fortuna, el honor y la vida de los ciudadanos?"
107,"Poligrafía, ó arte de escribir en cifra de diferentes modos, arreglado á los métodos de varios autores antiguos y modernos, con una coleccion de sintas simpáticas y comunes: el modo de hacer revivir la escritura en los manuseritos antiguos, y de borrar lo escrito quando convenga.","La poligrafía es el arte de escribir en cifra de distintas formas, siguiendo los métodos de autores antiguos y modernos. Incluye una colección de símbolos comunes y simpáticos, así como el método para recuperar la escritura en antiguos manuscritos y para borrar lo escrito cuando sea necesario.","La poligrafía es el arte de escribir en cifra de distintas formas, siguiendo los métodos de autores antiguos y modernos. Incluye una colección de tintas apreciadas y comunes, así como el método para recuperar la escritura en antiguos manuscritos y borrar lo escrito cuando sea necesario.","
1. ¿Qué es la poligrafía y qué métodos de autores antiguos y modernos se utilizan en este arte?
2. ¿Cómo se puede revivir la escritura en los manuseritos antiguos y cómo se borra lo escrito cuando convenga?"
108,"En la de la Ternera, entrando por la de los Preciados, donde se alquilan calesines, darán razon de un perro perdiguero, enseñado á cazar, que se dá con toda satisfaccion, y con la mayor equidad.","En la calle Ternera, al entrar por la calle Preciados, donde se alquilan carruajes de caballos, podrán informarte sobre un perro adiestrado para cazar perdices, que se ofrece con total satisfacción y de manera justa.","En la calle Ternera, al entrar por la calle Preciados, donde se alquilan carruajes de caballos, podrán informarte sobre un perro adiestrado para cazar perdices, que se ofrece con total satisfacción y de manera justa.","
1. ¿En qué lugar se alquilan calesines en la ciudad de la Ternera?
2. ¿Por qué se dará razón de un perro perdiguero enseñado a cazar en la de los Preciados?"
109,"El mismo que á un Faxardo, un Vives, un Cadahalso, y otros eminentes varones, con amor respeta, y con respeto estima, este propio conoce en el dia diversos eruditos, que sin desdoro de los dichos, le instruyen, le dirigen, y le recréan.","El mismo hombre que respeta y estima a Faxardo, Vives, Cadahalso y otros hombres destacados, hoy en día conoce a varios eruditos que lo instruyen, lo guían y lo entretienen, sin menospreciar a los mencionados.","El mismo hombre que respeta y estima a Faxardo, Vives, Cadahalso y otros hombres destacados, hoy en día conoce a varios sabios que lo instruyen, lo guían y lo entretienen, sin menospreciar a los mencionados.","
1. ¿Qué se acuerda en la junta de acreedores de D. Julian Victor Bourdet sobre los periódicos de Gacera y Diario de esta capital?
2. ¿Qué disposición toma la Regencia del Reino para conservar la tranquilidad interior de sus pueblos y facilitar a los que han quedado libres de la dominación enemiga los medios de detener el curso de los males que les ha acarreado la arbitrariedad con que ha procedido el gobierno intruso en la imposición y manejo de contribuciones?"
110,"Sr., y en su Real nombre los Alcaldes de su Casa y Corte: Que siendo intolerable el abuso que se nota de la facilidad con que muchas gentes sin educucion profieren por las calles publicas palabras escandalosas y obscenas, acompañadas de acciones indecentes: Para evitar uno y otro, conforme á lo resuelto por S. M. ninguna persona de qualquier estado, edad, ó calidad que sea, profiera en las calles, ni en otra parte palabras escandalosas, ni obscenas, ni haga acciones indecentes con ningun motivo, ni pretexto, antes bien guarden toda moderacion y compostura, pena á los contraventores de que se les destinará á las obras públicas por quince dias, y si fueren mugeres por igual tiempo á S. Fernando, cuyas penas se agravarán en caso de reincidencia.","Señor, y en su verdadero nombre los Alcaldes de su Casa y Corte: Dado que es inaceptable el abuso que se observa de la facilidad con la que muchas personas sin educación emiten en las calles palabras escandalosas y obscenas, acompañadas de acciones indecentes: Con el fin de evitar ambos, de acuerdo a lo resuelto por Su Majestad, ninguna persona de cualquier estado, edad o posición debe emitir en las calles, ni en ningún otro lugar, palabras escandalosas, obscenas o realizar acciones indecentes bajo ningún motivo o pretexto, sino más bien mantener toda moderación y compostura, bajo pena de que los infractores sean destinados a trabajos públicos durante quince días, y si son mujeres, durante el mismo tiempo en San Fernando, siendo estas penas agravadas en caso de reincidencia.","Señor, y en su nombre los Alcaldes de su Casa y Corte: Dado que es inaceptable el abuso con la que muchas personas sin educación emiten en las calles palabras escandalosas y obscenas, acompañadas de acciones indecentes: Con el fin de evitar ambos, de acuerdo a lo resuelto por Su Majestad, ninguna persona de cualquier estado, edad o posición debe emitir en las calles, ni en ningún otro lugar, palabras escandalosas, obscenas o realizar acciones indecentes bajo ningún motivo o pretexto, sino más bien mantener toda moderación y compostura, bajo pena de que los infractores sean destinados a trabajos públicos durante quince días, y si son mujeres, durante el mismo tiempo en San Fernando, siendo estas penas agravadas en caso de reincidencia.","
1. ¿Cómo se estableció la regla de que ninguna persona de cualquier estado, edad, o calidad que sea profiera en las calles públicas palabras escandalosas y obscenas, ni haga acciones indecentes con ningún motivo, ni pretexto?
2. ¿Qué consecuencias se le destinarán a las personas que se les destinarán a las obras públicas por 15 días por haber profiérido palabras escandalosas y obscenas o hecho acciones indecentes en las calles públicas?"
111,"En la chufería sita en la calle Imperial, junto á la lonja de Torroba, se ha establecido una fábrica de buñuelos, hechos con todo esmero y limpieza.","En la tienda de conductores ubicada en la calle Imperial, cerca del mercado de Torroba, se ha instalado una fábrica de buñuelos, elaborados con gran cuidado y pulcritud.","En la pastelería ubicada en la calle Imperial, cerca del mercado de Torroba, se ha instalado una fábrica de buñuelos, elaborados con gran cuidado y limpieza.","
1. ¿En qué calle se encuentra la chufería de buñuelos?
2. ¿Qué se fabrican en la fábrica de buñuelos?"
112,"Quien quisiere tratar de ajuste, en inteligencia de que entran en la venta las máquinas y utensilios fixos, y algunos movibles, acuda á la calle de Barrionuevo, cuarto principal sobre el estanquillo.","Si alguien quiere negociar un acuerdo, ten en cuenta que se incluyen en la venta tanto las máquinas como los utensilios fijos, y algunos que se pueden mover. Puedes ir a la calle de Barrionuevo, en el cuarto principal sobre el estanquillo.","Si alguien quiere negociar un acuerdo, para incluir tanto las máquinas como los utensilios fijos, y algunos que se pueden mover. Puede ir a la calle de Barrionuevo, en el cuarto principal encima de la tienda.","
1. ¿Qué es lo que quiere ajustar el Señor Salanoba con la hipótesis que adopta?
2. ¿Qué es lo que quiere hacer el Señor Salanoba con los panes de oro reducidos a tenuisimos pedazos?"
